@relation 'yeast'

@attribute mcg real
@attribute gvh real
@attribute alm real
@attribute mit real
@attribute erl real
@attribute pox real
@attribute vac real
@attribute nuc real
@attribute class {cyt,nuc,mit,me3,me2,me1,exc,vac,pox,erl}

@data
0.25,0.33,0.48,0.18,0.50,0.00,0.42,0.33,nuc
0.55,0.46,0.47,0.15,0.50,0.00,0.47,0.22,me3
0.61,0.50,0.61,0.21,0.50,0.00,0.55,0.54,cyt
0.50,0.52,0.51,0.22,0.50,0.00,0.46,0.37,cyt
0.62,0.33,0.49,0.24,0.50,0.00,0.51,0.42,cyt
0.56,0.52,0.46,0.17,0.50,0.00,0.49,0.73,cyt
0.52,0.56,0.55,0.16,0.50,0.00,0.53,0.39,cyt
0.53,0.48,0.51,0.18,0.50,0.00,0.52,0.27,cyt
0.51,0.48,0.51,0.19,0.50,0.00,0.51,0.27,cyt
0.51,0.48,0.51,0.26,0.50,0.00,0.51,0.27,cyt
0.53,0.48,0.51,0.18,0.50,0.00,0.51,0.27,cyt
0.60,0.46,0.51,0.10,0.50,0.00,0.48,0.31,cyt
0.60,0.46,0.51,0.10,0.50,0.00,0.48,0.31,cyt
0.44,0.39,0.63,0.11,0.50,0.00,0.49,0.26,nuc
0.51,0.50,0.49,0.45,0.50,0.00,0.48,0.22,mit
0.45,0.45,0.51,0.30,0.50,0.00,0.48,0.44,cyt
0.38,0.42,0.47,0.12,0.50,0.00,0.47,0.53,nuc
0.19,0.66,0.60,0.14,0.50,0.00,0.20,0.25,nuc
0.41,0.42,0.23,0.16,0.50,0.00,0.40,0.22,me3
0.25,0.42,0.21,0.14,0.50,0.00,0.41,0.22,me3
0.70,0.58,0.53,0.39,0.50,0.00,0.59,0.22,exc
0.49,0.31,0.43,0.24,0.50,0.00,0.54,0.22,me3
0.46,0.41,0.43,0.18,0.50,0.00,0.54,0.22,me3
0.83,0.81,0.45,0.38,0.50,0.00,0.40,0.26,exc
0.38,0.51,0.56,0.21,0.50,0.00,0.48,0.31,nuc
0.32,0.36,0.28,0.38,0.50,0.00,0.50,0.40,me3
0.40,0.65,0.38,0.17,0.50,0.00,0.57,0.22,me3
0.36,0.37,0.63,0.25,0.50,0.00,0.30,0.22,cyt
0.49,0.55,0.41,0.19,0.50,0.00,0.48,0.31,me3
0.30,0.45,0.55,0.19,0.50,0.00,0.53,0.40,cyt
0.88,0.72,0.32,0.30,0.50,0.00,0.52,0.33,me1
0.44,0.40,0.53,0.19,0.50,0.00,0.48,0.27,cyt
0.45,0.57,0.52,0.21,0.50,0.00,0.54,0.38,nuc
0.46,0.61,0.38,0.35,0.50,0.00,0.49,0.22,me3
0.55,0.41,0.67,0.61,0.50,0.00,0.49,0.14,mit
0.28,0.18,0.72,0.26,0.50,0.00,0.49,0.25,mit
0.66,0.65,0.53,0.17,0.50,0.00,0.47,0.66,nuc
0.36,0.50,0.39,0.23,0.50,0.00,0.50,0.22,me3
0.48,0.54,0.56,0.29,0.50,0.00,0.51,0.43,nuc
0.33,0.37,0.49,0.22,0.50,0.00,0.55,0.22,cyt
0.58,0.43,0.32,0.11,0.50,0.00,0.49,0.22,vac
0.58,0.64,0.42,0.30,0.50,0.00,0.54,0.22,nuc
0.74,0.82,0.46,0.24,0.50,0.00,0.50,0.31,exc
0.74,0.82,0.46,0.24,0.50,0.00,0.48,0.22,exc
0.75,0.76,0.58,0.22,0.50,0.00,0.49,0.22,exc
0.58,0.37,0.58,0.16,0.50,0.00,0.51,0.22,nuc
0.39,0.39,0.65,0.16,0.50,0.00,0.45,0.22,cyt
0.51,0.59,0.55,0.21,0.50,0.00,0.52,0.22,cyt
0.41,0.35,0.60,0.22,0.50,0.00,0.56,0.79,cyt
0.43,0.28,0.41,0.32,0.50,0.00,0.52,0.22,me3
0.41,0.49,0.55,0.13,0.50,0.00,0.55,0.22,cyt
0.23,0.29,0.46,0.00,0.50,0.00,0.43,0.31,cyt
0.25,0.48,0.45,0.32,0.50,0.00,0.40,0.22,cyt
0.38,0.34,0.55,0.44,0.50,0.00,0.48,0.26,cyt
0.61,0.54,0.54,0.38,0.50,0.00,0.54,0.29,mit
0.48,0.17,0.37,0.33,0.50,0.00,0.44,0.36,nuc
0.47,0.47,0.50,0.19,0.50,0.00,0.51,0.26,nuc
0.55,0.38,0.52,0.16,0.50,0.00,0.49,0.64,nuc
0.41,0.39,0.61,0.17,0.50,0.00,0.50,0.61,nuc
0.41,0.56,0.53,0.16,0.50,0.00,0.55,0.26,nuc
0.78,0.73,0.27,0.28,0.50,0.00,0.56,0.22,me1
0.31,0.51,0.38,0.18,0.50,0.00,0.46,0.31,me3
0.63,0.64,0.49,0.20,0.50,0.00,0.52,0.25,cyt
0.31,0.40,0.31,0.17,0.50,0.00,0.52,0.22,me3
0.44,0.65,0.49,0.16,0.50,0.00,0.48,0.31,nuc
0.48,0.44,0.46,0.37,0.50,0.00,0.46,0.36,cyt
0.50,0.49,0.46,0.22,0.50,0.00,0.53,0.25,cyt
0.62,0.42,0.47,0.16,0.50,0.00,0.52,0.22,cyt
0.50,0.45,0.52,0.18,0.50,0.00,0.52,0.22,cyt
0.59,0.51,0.47,0.21,0.50,0.00,0.47,0.22,cyt
0.39,0.47,0.49,0.20,0.50,0.00,0.53,0.26,cyt
0.49,0.48,0.52,0.24,0.50,0.00,0.50,0.22,cyt
0.59,0.48,0.49,0.42,0.50,0.00,0.52,0.22,cyt
0.57,0.35,0.50,0.43,0.50,0.00,0.53,0.22,cyt
0.61,0.52,0.50,0.44,0.50,0.00,0.53,0.22,cyt
0.49,0.51,0.52,0.13,0.50,0.00,0.51,0.33,nuc
0.45,0.40,0.56,0.15,0.50,0.00,0.52,0.22,nuc
0.63,0.43,0.48,0.11,0.50,0.00,0.51,0.22,cyt
0.63,0.43,0.48,0.11,0.50,0.00,0.51,0.22,cyt
0.52,0.45,0.53,0.34,0.50,0.00,0.52,0.44,cyt
0.54,0.48,0.55,0.33,0.50,0.00,0.55,0.40,cyt
0.55,0.79,0.45,0.25,0.50,0.00,0.51,0.22,nuc
0.58,0.51,0.63,0.20,0.50,0.00,0.50,0.42,nuc
0.63,0.58,0.57,0.10,0.50,0.00,0.52,0.33,nuc
0.54,0.67,0.56,0.15,0.50,0.00,0.57,0.33,nuc
0.41,0.59,0.65,0.14,0.50,0.00,0.49,0.33,nuc
0.47,0.38,0.50,0.15,0.50,0.00,0.49,0.47,nuc
0.33,0.17,0.52,0.13,0.50,0.00,0.51,0.75,nuc
0.42,0.50,0.59,0.17,0.50,0.00,0.51,0.22,cyt
0.54,0.55,0.55,0.40,0.50,0.00,0.53,0.22,cyt
0.31,0.31,0.57,0.15,0.50,0.00,0.50,0.22,cyt
0.38,0.42,0.50,0.19,0.50,0.00,0.44,0.22,cyt
0.33,0.36,0.62,0.26,0.50,0.00,0.55,0.22,cyt
0.38,0.42,0.50,0.19,0.50,0.00,0.44,0.22,cyt
0.47,0.56,0.58,0.19,0.50,0.00,0.44,0.64,cyt
0.32,0.32,0.52,0.18,0.50,0.00,0.48,0.34,cyt
0.28,0.27,0.50,0.14,0.50,0.00,0.50,0.28,cyt
0.41,0.46,0.57,0.25,0.50,0.00,0.57,0.38,cyt
0.44,0.54,0.51,0.16,0.50,0.00,0.58,0.22,cyt
0.44,0.55,0.51,0.16,0.50,0.00,0.60,0.22,cyt
0.77,0.70,0.44,0.29,0.50,0.00,0.56,0.22,me1
0.40,0.56,0.53,0.15,0.50,0.00,0.49,0.22,cyt
0.79,0.79,0.42,0.26,0.50,0.00,0.60,0.22,me1
0.80,0.83,0.43,0.24,0.50,0.00,0.54,0.22,me1
0.58,0.55,0.51,0.13,0.50,0.00,0.52,0.22,cyt
0.55,0.69,0.51,0.12,0.50,0.00,0.51,0.22,cyt
0.47,0.46,0.53,0.12,0.50,0.00,0.51,0.25,nuc
0.57,0.29,0.63,0.22,0.50,0.00,0.49,0.27,nuc
0.52,0.49,0.59,0.21,0.50,0.00,0.47,0.22,nuc
0.41,0.42,0.53,0.17,0.50,0.00,0.48,0.58,nuc
0.45,0.36,0.50,0.19,0.50,0.00,0.53,0.70,nuc
0.53,0.51,0.54,0.21,0.50,0.00,0.45,0.22,nuc
0.49,0.50,0.42,0.43,0.50,0.00,0.50,0.36,vac
0.44,0.49,0.49,0.27,0.50,0.00,0.52,0.22,cyt
0.25,0.26,0.53,0.17,0.50,0.00,0.45,0.22,cyt
0.49,0.46,0.54,0.18,0.50,0.00,0.35,0.22,cyt
0.42,0.37,0.54,0.17,0.50,0.00,0.51,0.22,cyt
0.42,0.45,0.75,0.21,0.50,0.00,0.48,0.22,cyt
0.39,0.45,0.75,0.17,0.50,0.00,0.51,0.22,cyt
0.63,0.54,0.53,0.27,0.50,0.00,0.49,0.22,cyt
0.54,0.43,0.48,0.27,0.50,0.00,0.44,0.41,cyt
0.40,0.44,0.50,0.13,0.50,0.00,0.52,0.39,cyt
0.55,0.39,0.39,0.47,0.50,0.00,0.50,0.83,me3
0.59,0.48,0.41,0.53,0.50,0.00,0.48,0.56,me3
0.49,0.38,0.49,0.15,0.50,0.00,0.53,0.25,nuc
0.53,0.45,0.52,0.29,0.50,0.00,0.55,0.38,mit
0.62,0.60,0.54,0.22,0.50,0.00,0.54,0.27,cyt
0.33,0.46,0.53,0.12,0.50,0.00,0.50,0.27,cyt
0.57,0.36,0.51,0.25,0.50,0.00,0.54,0.25,cyt
0.45,0.76,0.51,0.25,0.50,0.00,0.59,0.22,cyt
0.48,0.44,0.51,0.24,0.50,0.00,0.49,0.22,cyt
0.59,0.64,0.44,0.26,0.50,0.00,0.50,0.22,cyt
0.79,0.56,0.53,0.19,0.50,0.00,0.47,0.35,cyt
0.50,0.50,0.48,0.34,0.50,0.00,0.52,0.27,nuc
0.79,0.62,0.35,0.35,0.50,0.00,0.60,0.28,me2
0.52,0.50,0.60,0.20,0.50,0.00,0.52,0.22,cyt
0.59,0.46,0.57,0.17,0.50,0.00,0.52,0.22,cyt
0.53,0.42,0.53,0.19,0.50,0.00,0.47,0.22,cyt
0.59,0.46,0.55,0.17,0.50,0.00,0.52,0.25,cyt
0.61,0.73,0.50,0.58,0.50,0.00,0.50,0.22,mit
0.50,0.43,0.56,0.17,0.50,0.00,0.35,0.22,nuc
0.36,0.52,0.61,0.33,0.50,0.00,0.52,0.37,nuc
0.66,0.54,0.53,0.17,0.50,0.00,0.54,0.22,cyt
0.52,0.51,0.48,0.12,0.50,0.00,0.54,0.31,cyt
0.56,0.46,0.51,0.25,0.50,0.00,0.54,0.22,cyt
0.47,0.46,0.49,0.27,0.50,0.00,0.59,0.22,cyt
0.50,0.46,0.49,0.27,0.50,0.00,0.60,0.22,cyt
0.43,0.48,0.36,0.26,0.50,0.00,0.52,0.22,me3
0.50,0.44,0.57,0.28,0.50,0.00,0.57,0.22,cyt
0.46,0.47,0.62,0.30,0.50,0.00,0.38,0.22,cyt
0.59,0.70,0.46,0.19,0.50,0.00,0.54,0.44,cyt
0.19,0.41,0.55,0.13,0.50,0.00,0.52,0.25,cyt
0.27,0.43,0.50,0.13,0.50,0.00,0.54,0.31,cyt
0.42,0.46,0.44,0.17,0.50,0.00,0.51,0.42,cyt
0.49,0.36,0.47,0.28,0.50,0.00,0.56,0.54,nuc
0.42,0.51,0.33,0.16,0.50,0.00,0.54,0.22,me3
0.34,0.42,0.48,0.19,0.50,0.00,0.46,0.31,nuc
0.60,0.57,0.63,0.22,0.50,0.00,0.50,0.49,nuc
0.53,0.44,0.54,0.52,0.50,0.00,0.49,0.38,nuc
0.48,0.39,0.56,0.23,0.50,0.00,0.60,0.22,cyt
0.56,0.49,0.47,0.13,0.50,0.00,0.52,0.22,nuc
0.47,0.59,0.56,0.09,0.50,0.00,0.50,0.22,cyt
0.40,0.28,0.58,0.44,0.50,0.00,0.41,0.22,cyt
0.54,0.35,0.55,0.19,0.50,0.00,0.30,0.22,cyt
0.50,0.47,0.45,0.14,0.50,0.00,0.53,0.32,me3
0.55,0.49,0.60,0.18,0.50,0.00,0.51,0.22,nuc
0.55,0.44,0.50,0.09,0.50,0.00,0.55,0.22,vac
0.66,0.37,0.60,0.25,0.50,0.00,0.69,0.22,mit
0.51,0.49,0.48,0.55,0.50,0.00,0.52,0.58,cyt
0.36,0.51,0.51,0.17,0.50,0.00,0.52,0.22,vac
0.68,0.68,0.35,0.16,0.50,0.00,0.62,0.22,vac
0.44,0.35,0.55,0.14,0.50,0.00,0.52,0.22,vac
0.73,0.59,0.35,0.15,0.50,0.00,0.54,0.22,vac
0.60,0.37,0.52,0.15,0.50,0.00,0.55,0.26,vac
0.64,0.61,0.56,0.15,0.50,0.00,0.54,0.22,vac
0.48,0.58,0.58,0.12,0.50,0.00,0.49,0.22,vac
0.65,0.58,0.53,0.21,0.50,0.00,0.51,0.22,vac
0.48,0.49,0.49,0.26,0.50,0.00,0.39,0.27,vac
0.57,0.54,0.32,0.15,0.50,0.00,0.52,0.25,vac
0.40,0.36,0.32,0.16,0.50,0.00,0.51,0.27,vac
0.50,0.55,0.52,0.16,0.50,0.00,0.51,0.31,cyt
0.65,0.63,0.47,0.22,0.50,0.00,0.52,0.27,cyt
0.41,0.48,0.51,0.20,0.50,0.00,0.51,0.22,cyt
0.25,0.40,0.54,0.16,0.50,0.00,0.43,0.22,cyt
0.63,0.56,0.52,0.21,0.50,0.00,0.50,0.22,cyt
0.56,0.68,0.42,0.36,0.50,0.00,0.49,0.22,cyt
0.57,0.47,0.48,0.17,0.50,0.00,0.52,0.26,vac
0.46,0.52,0.51,0.13,0.50,0.00,0.47,0.22,cyt
0.50,0.40,0.57,0.17,0.50,0.00,0.59,0.22,cyt
0.78,0.71,0.35,0.25,0.50,0.00,0.49,0.22,me1
0.64,0.56,0.52,0.17,0.50,0.00,0.54,0.47,nuc
1.00,0.80,0.29,0.36,0.50,0.00,0.52,0.22,me1
0.51,0.39,0.56,0.55,0.50,0.00,0.46,0.64,mit
0.69,0.66,0.36,0.09,0.50,0.00,0.56,0.22,me1
0.40,0.45,0.45,0.15,0.50,0.00,0.53,0.48,nuc
0.49,0.53,0.36,0.15,0.50,0.00,0.52,0.27,me3
0.39,0.63,0.41,0.27,0.50,0.00,0.49,0.22,me3
0.45,0.51,0.43,0.22,0.50,0.00,0.57,0.22,nuc
0.77,0.78,0.27,0.37,0.50,0.00,0.49,0.22,me1
0.88,0.75,0.41,0.36,0.50,0.00,0.43,0.22,me2
0.49,0.49,0.40,0.20,0.50,0.00,0.48,0.26,me3
0.57,0.53,0.60,0.28,0.50,0.00,0.52,0.45,nuc
0.53,0.52,0.49,0.27,0.50,0.00,0.51,0.22,cyt
0.50,0.47,0.56,0.31,0.50,0.00,0.56,0.26,cyt
0.71,0.79,0.41,0.38,0.50,0.00,0.54,0.22,me1
0.33,0.49,0.46,0.22,0.50,0.00,0.53,0.33,me3
0.47,0.41,0.46,0.18,0.50,0.00,0.53,0.22,me3
0.45,0.39,0.46,0.29,0.50,0.00,0.42,0.22,mit
0.59,0.56,0.50,0.48,0.50,0.00,0.46,0.22,mit
0.32,0.30,0.57,0.38,0.50,0.00,0.50,0.25,nuc
0.26,0.30,0.37,0.15,0.50,0.00,0.53,0.25,me3
0.28,0.41,0.46,0.18,0.50,0.00,0.47,0.39,nuc
0.45,0.50,0.43,0.16,0.50,0.00,0.52,0.28,me3
0.24,0.25,0.57,0.28,0.50,0.00,0.51,0.11,cyt
0.46,0.61,0.55,0.29,0.50,0.00,0.49,0.22,mit
0.54,0.44,0.38,0.22,0.50,0.00,0.54,0.30,me3
0.22,0.53,0.36,0.22,0.50,0.00,0.54,0.31,me3
0.25,0.41,0.47,0.14,0.50,0.00,0.56,0.68,nuc
0.43,0.41,0.37,0.18,0.50,0.00,0.54,0.31,me3
0.40,0.44,0.47,0.25,0.50,0.00,0.54,0.56,nuc
0.46,0.59,0.38,0.12,0.50,0.00,0.50,0.22,me3
0.80,0.82,0.40,0.31,0.50,0.00,0.57,0.25,me1
0.29,0.39,0.46,0.36,0.50,0.00,0.51,0.22,nuc
0.40,0.40,0.43,0.19,0.50,0.83,0.48,0.22,pox
0.57,0.52,0.46,0.20,0.50,0.83,0.52,0.41,pox
0.43,0.60,0.40,0.12,0.50,0.00,0.49,0.29,me3
0.56,0.71,0.47,0.21,0.50,0.00,0.52,0.22,mit
0.65,0.62,0.26,0.33,0.50,0.00,0.55,0.22,me3
0.77,0.70,0.37,0.12,0.50,0.00,0.49,0.26,me1
0.47,0.61,0.32,0.27,0.50,0.00,0.50,0.30,me3
0.71,0.51,0.49,0.23,0.50,0.00,0.30,0.32,me2
0.59,0.48,0.49,0.49,0.50,0.00,0.36,0.32,cyt
0.58,0.63,0.52,0.70,0.50,0.00,0.46,0.22,mit
0.30,0.68,0.41,0.17,0.50,0.00,0.51,0.22,me3
0.74,0.73,0.32,0.20,0.50,0.00,0.55,0.22,me1
0.55,0.35,0.36,0.29,0.50,0.00,0.51,0.22,me3
0.35,0.32,0.31,0.16,0.50,0.00,0.56,0.22,me3
0.67,0.61,0.39,0.24,0.50,0.00,0.51,0.22,me3
0.69,0.57,0.39,0.19,0.50,0.00,0.48,0.39,me2
0.47,0.41,0.53,0.27,0.50,0.00,0.47,0.25,mit
0.39,0.56,0.34,0.18,0.50,0.00,0.49,0.22,me3
0.51,0.38,0.42,0.21,0.50,0.00,0.46,0.34,me3
0.32,0.45,0.39,0.14,0.50,0.00,0.45,0.22,me3
0.75,0.73,0.35,0.33,0.50,0.00,0.49,0.28,me1
0.54,0.54,0.56,0.18,0.50,0.00,0.46,0.29,nuc
0.71,0.64,0.42,0.28,0.50,0.00,0.43,0.22,exc
0.28,0.48,0.36,0.16,0.50,0.00,0.53,0.22,me3
0.58,0.44,0.45,0.32,0.50,0.00,0.52,0.37,nuc
0.52,0.65,0.36,0.26,0.50,0.00,0.44,0.22,me3
0.64,0.44,0.56,0.15,0.50,0.00,0.56,0.22,cyt
0.48,0.58,0.47,0.17,0.50,0.00,0.53,0.74,cyt
0.42,0.71,0.45,0.15,0.50,0.00,0.48,0.22,me3
0.38,0.37,0.36,0.14,0.50,0.00,0.54,0.22,me3
0.40,0.40,0.44,0.37,0.50,0.00,0.53,0.25,nuc
0.38,0.56,0.38,0.16,0.50,0.00,0.53,0.22,me3
0.80,0.79,0.43,0.25,0.50,0.00,0.52,0.22,exc
0.63,0.65,0.42,0.18,0.50,0.00,0.54,0.27,me3
0.47,0.40,0.63,0.19,0.50,0.00,0.52,0.32,nuc
0.83,0.94,0.32,0.21,0.50,0.00,0.51,0.22,me1
0.61,0.76,0.30,0.16,0.50,0.00,0.45,0.41,me3
0.33,0.38,0.47,0.14,0.50,0.00,0.51,0.47,nuc
0.38,0.67,0.33,0.17,0.50,0.00,0.51,0.22,me3
0.39,0.33,0.33,0.23,0.50,0.00,0.47,0.22,me3
0.50,0.63,0.45,0.13,0.50,0.00,0.45,0.32,me3
0.20,0.60,0.50,0.29,0.50,0.00,0.51,0.22,me3
0.29,0.26,0.43,0.17,0.50,0.00,0.55,0.30,me3
0.51,0.46,0.41,0.36,0.50,0.00,0.49,0.22,me3
0.92,0.66,0.52,0.23,0.50,0.00,0.53,0.22,me1
0.49,0.56,0.37,0.20,0.50,0.00,0.53,0.22,me3
0.86,0.78,0.34,0.15,0.50,0.00,0.53,0.22,me2
0.38,0.44,0.57,0.14,0.50,0.00,0.53,0.52,nuc
0.72,0.73,0.41,0.28,0.50,0.00,0.44,0.22,me1
0.80,0.73,0.47,0.19,0.50,0.00,0.49,0.22,me1
0.49,0.55,0.35,0.23,0.50,0.00,0.57,0.22,me3
0.63,0.71,0.44,0.53,0.50,0.00,0.52,0.22,me2
0.60,0.68,0.30,0.27,0.50,0.00,0.55,0.22,me3
0.40,0.43,0.49,0.17,0.50,0.00,0.51,0.36,nuc
0.82,0.63,0.47,0.18,0.50,0.00,0.50,0.22,pox
0.77,0.68,0.35,0.19,0.50,0.00,0.53,0.43,me1
0.51,0.59,0.46,0.13,0.50,0.00,0.48,0.22,mit
0.52,0.46,0.34,0.20,0.50,0.00,0.51,0.25,me3
0.47,0.50,0.60,0.63,0.50,0.00,0.38,0.16,cyt
0.34,0.24,0.51,0.15,0.50,0.00,0.54,0.40,nuc
0.35,0.29,0.46,0.14,0.50,0.00,0.54,0.66,nuc
0.58,0.67,0.49,0.16,0.50,0.00,0.47,0.28,mit
0.85,0.85,0.30,0.31,0.50,0.00,0.55,0.42,me1
0.36,0.48,0.61,0.26,0.50,0.00,0.50,0.16,nuc
0.41,0.25,0.59,0.44,0.50,0.00,0.60,0.69,nuc
0.30,0.37,0.40,0.45,0.50,0.00,0.48,0.41,me3
0.57,0.59,0.49,0.86,0.50,0.00,0.47,0.22,nuc
0.38,0.40,0.39,0.19,0.50,0.00,0.46,0.62,nuc
0.77,0.74,0.37,0.29,0.50,0.00,0.45,0.22,me1
0.47,0.38,0.58,0.19,0.50,0.00,0.57,0.22,cyt
0.50,0.61,0.44,0.20,0.50,0.00,0.49,0.22,mit
0.41,0.45,0.46,0.23,0.50,0.00,0.50,0.70,cyt
0.46,0.62,0.46,0.54,0.50,0.00,0.51,0.27,mit
0.74,0.75,0.45,0.44,0.50,0.00,0.52,0.22,pox
0.52,0.53,0.58,0.69,0.50,0.00,0.50,0.22,mit
0.41,0.47,0.50,0.14,0.50,0.00,0.53,0.37,nuc
0.25,0.40,0.52,0.15,0.50,0.00,0.56,0.28,nuc
0.58,0.56,0.38,0.39,0.50,0.00,0.54,0.57,nuc
0.32,0.29,0.29,0.08,0.50,0.00,0.52,0.22,me3
0.38,0.48,0.57,0.30,0.50,0.00,0.41,0.11,cyt
0.39,0.58,0.47,0.18,0.50,0.00,0.48,0.22,mit
0.38,0.47,0.47,0.18,0.50,0.00,0.44,0.26,mit
0.63,0.57,0.50,0.48,0.50,0.00,0.51,0.22,mit
0.51,0.45,0.62,0.25,0.50,0.00,0.59,0.22,mit
0.59,0.67,0.54,0.19,0.50,0.00,0.48,0.60,nuc
0.60,0.61,0.54,0.11,0.50,0.00,0.46,0.22,cyt
0.48,0.61,0.57,0.17,0.50,0.00,0.45,0.22,cyt
0.71,0.50,0.50,0.18,0.50,0.00,0.46,0.22,cyt
0.61,0.48,0.54,0.25,0.50,0.00,0.50,0.22,cyt
0.38,0.32,0.64,0.41,0.50,0.00,0.44,0.11,cyt
0.38,0.40,0.66,0.35,0.50,0.00,0.43,0.11,cyt
0.81,0.62,0.43,0.17,0.50,0.00,0.53,0.22,me2
0.47,0.43,0.61,0.40,0.50,0.00,0.48,0.47,nuc
0.67,0.57,0.36,0.19,0.50,0.00,0.56,0.22,me2
0.43,0.40,0.60,0.16,0.50,0.00,0.53,0.39,nuc
0.65,0.54,0.54,0.13,0.50,0.00,0.53,0.22,cyt
